Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,F,I,M,Length_discretized,Diameter_discretized,Height_discretized,Whole weight_discretized,Shucked weight_discretized,Viscera weight_discretized,Shell weight_discretized,Rings_discretized,Length_z_score,Diameter_z_score,Height_z_score,Whole weight_z_score,Shucked weight_z_score,Viscera weight_z_score,Shell weight_z_score,Rings_z_score,prediction
I,0.37,0.275,0.095,0.257,0.1015,0.055,0.0825,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.302656562784696,-1.3606131300590638,-1.0704021407388582,-1.1804080947534428,-1.1735385333346442,-1.1582411517555724,-1.1381993645665658,-1.2336130454186558,9
I,0.39,0.29,0.09,0.2745,0.135,0.0455,0.078,8,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.1358055208031868,-1.2091245110983952,-1.1888883719632097,-1.1448222335169504,-1.0233043155755965,-1.2444733358089182,-1.1704298341010644,-0.6125022526851688,9
I,0.435,0.325,0.1,0.342,0.1335,0.0835,0.105,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.7603906763447917,-0.8556510668568338,-0.9519159095145066,-1.0075624830333385,-1.0300312208483897,-0.899544599595534,-0.9770470168940731,-1.2336130454186558,9
I,0.44,0.34,0.105,0.344,0.123,0.081,0.125,8,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.7186779158494144,-0.7041624478961646,-0.8334296782901554,-1.0034955274634538,-1.077119557757942,-0.9222372796095725,-0.8338004856296349,-0.6125022526851688,9
I,0.445,0.345,0.12,0.4035,0.169,0.0825,0.13,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(0.115, 0.14]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.6769651553540371,-0.6536662415759421,-0.4779709846171009,-0.8825035992593807,-0.8708277960589508,-0.9086216716011494,-0.7979888528135254,-0.9230576490519122,9
I,0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.510114113372528,-0.4011852099748268,-0.5964572158414522,-0.8743696881196112,-0.9493083575748714,-0.8087738795393803,-0.6869727910835859,-0.3019468563184254,9
I,0.465,0.355,0.12,0.4975,0.2375,0.099,0.14,8,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.510114113372528,-0.552673828935496,-0.4779709846171009,-0.691356687474795,-0.5636324552680618,-0.7588499835084958,-0.7263655871813062,-0.6125022526851688,9
I,0.475,0.335,0.1,0.4425,0.1895,0.086,0.135,9,0,1,0,"(0.45, 0.545]","(0.054, 0.35]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(-0.0005, 0.0934]","(0.13, 0.234]","(8.0, 9.0]",-0.42668859238177387,-0.7546586542163877,-0.9519159095145066,-0.8031979656466272,-0.7788934239974439,-0.8768519195814957,-0.7621772199974157,-0.3019468563184254,9
I,0.475,0.35,0.125,0.4225,0.1905,0.079,0.1355,9,0,1,0,"(0.45, 0.545]","(0.054, 0.35]","(0.115, 0.14]","(0.001, 0.442]","(0.186, 0.336]","(-0.0005, 0.0934]","(0.13, 0.234]","(8.0, 9.0]",-0.42668859238177387,-0.603170035255719,-0.3594847533927493,-0.8438675213454752,-0.7744088204822485,-0.9403914236208033,-0.7585960567158048,-0.3019468563184254,9
I,0.485,0.365,0.125,0.426,0.163,0.0965,0.151,8,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.001, 0.442]","(0.0, 0.186]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.3432630713910193,-0.4516814162950499,-0.3594847533927493,-0.8367503490981768,-0.8977354171501236,-0.7815426635225342,-0.6475799949858654,-0.6125022526851688,9
I,0.49,0.39,0.12,0.511,0.2205,0.103,0.1745,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.30155031089564205,-0.19920038469393456,-0.4779709846171009,-0.6639047373780725,-0.6398707150263846,-0.7225416954860343,-0.4792653207501506,-0.3019468563184254,9
I,0.515,0.405,0.13,0.573,0.213,0.134,0.195,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.0929865084187556,-0.04771176573326536,-0.24099852216839776,-0.5378291147116437,-0.6735052413903506,-0.44115246331195757,-0.3324376262041014,-0.3019468563184254,9
I,0.525,0.405,0.125,0.657,0.2985,0.1505,0.168,10,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",-0.009560987428001022,-0.04771176573326536,-0.3594847533927493,-0.3670169807764818,-0.2900716408411387,-0.291380775219304,-0.5258204434110928,0.008608540048318068,9
F,0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225,10,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.13, 0.234]","(9.0, 11.0]",-0.009560987428001022,0.15427305954762632,-0.004026059719694606,0.07323095966354834,0.25704998801270756,-0.0054530070424196695,-0.13547364571549897,0.008608540048318068,9
I,0.53,0.42,0.14,0.6765,0.256,0.1855,0.208,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.171, 0.253]","(0.13, 0.234]","(8.0, 9.0]",0.032151773067376266,0.10377685322740327,-0.004026059719694606,-0.32736416397010504,-0.4806672902369457,0.02631674497723417,-0.23932738088221672,-0.3019468563184254,9
M,0.53,0.41,0.125,0.769,0.346,0.173,0.215,9,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.336, 0.502]","(0.171, 0.253]","(0.13, 0.234]","(8.0, 9.0]",0.032151773067376266,0.0027844405869571418,-0.3594847533927493,-0.13926746886293276,-0.07705297386935435,-0.08714665509295812,-0.18919109493966332,-0.3019468563184254,9
I,0.53,0.395,0.125,0.6235,0.2975,0.108,0.195,11,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",0.032151773067376266,-0.14870417837371147,-0.3594847533927493,-0.43513848657205223,-0.29455624435633415,-0.6771563354579574,-0.3324376262041014,0.3191639364150615,9
I,0.535,0.45,0.155,0.8075,0.3655,0.148,0.2595,10,0,1,0,"(0.45, 0.545]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.0934, 0.171]","(0.234, 0.329]","(9.0, 11.0]",0.07386453356275355,0.4067540911487416,0.3514326339533595,-0.06097857414265033,0.010396794676957213,-0.31407345523334246,0.12953243712371162,0.008608540048318068,9
M,0.545,0.41,0.14,0.737,0.349,0.15,0.212,9,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.336, 0.502]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",0.1572900545535081,0.0027844405869571418,-0.004026059719694606,-0.2043387579810897,-0.06359916332376796,-0.2959193112221117,-0.21067807462932905,-0.3019468563184254,9
I,0.55,0.415,0.15,0.7915,0.3535,0.176,0.236,10,0,1,0,"(0.545, 0.615]","(0.35, 0.425]","(0.14, 0.165]","(0.442, 0.8]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.19900281504888542,0.05328064690718021,0.2329464027290079,-0.0935142187017288,-0.04341844750538837,-0.05991543907611197,-0.03878223711200334,0.008608540048318068,9
I,0.55,0.45,0.14,0.753,0.3445,0.1325,0.24,8,0,1,0,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.442, 0.8]","(0.336, 0.502]","(0.0934, 0.171]","(0.234, 0.329]","(0.999, 8.0]",0.19900281504888542,0.4067540911487416,-0.004026059719694606,-0.17180311342201124,-0.08377987914214755,-0.4547680713203806,-0.010132930859115692,-0.6125022526851688,9
I,0.55,0.4,0.135,0.717,0.3315,0.1495,0.221,9,0,1,0,"(0.545, 0.615]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",0.19900281504888542,-0.09820797205348843,-0.12251229094404618,-0.24500831367993778,-0.14207972483968834,-0.30045784722491936,-0.14621713556033183,-0.3019468563184254,9
I,0.555,0.43,0.15,0.783,0.345,0.1755,0.247,9,0,1,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.442, 0.8]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(8.0, 9.0]",0.2407155755442627,0.20476926586784938,0.2329464027290079,-0.11079877987373911,-0.08153757738454982,-0.06445397507891966,0.0400033550834377,-0.3019468563184254,9
I,0.575,0.45,0.145,0.872,0.4675,0.18,0.217,9,0,1,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.13, 0.234]","(8.0, 9.0]",0.40756661752577095,0.4067540911487416,0.11446017150465632,0.07018074298613461,0.46782635322689436,-0.023607151053650435,-0.1748664418132195,-0.3019468563184254,9
I,0.575,0.44,0.15,0.983,0.486,0.215,0.239,8,0,1,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(0.999, 8.0]",0.40756661752577095,0.3057616785082955,0.2329464027290079,0.2958967771147412,0.5507915182580102,0.2940903691428877,-0.017295257422337604,-0.6125022526851688,9
F,0.585,0.42,0.155,1.034,0.437,0.2225,0.32,11,1,0,0,"(0.545, 0.615]","(0.35, 0.425]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.4909921385165255,0.10377685322740327,0.3514326339533595,0.39960414414680384,0.33104594601343273,0.3621684091850031,0.562853194198637,0.3191639364150615,9
F,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,10,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.4909921385165255,0.5582427101094108,0.11446017150465632,0.30098047157709734,0.31086523019505313,0.28955183314008004,0.308590601204259,0.008608540048318068,9
I,0.585,0.46,0.14,0.7635,0.326,0.153,0.265,9,0,1,0,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.234, 0.329]","(8.0, 9.0]",0.4909921385165255,0.5077465037891877,-0.004026059719694606,-0.1504515966801161,-0.1667450441732634,-0.26868809520526554,0.16892523322143213,-0.3019468563184254,9
M,0.59,0.465,0.135,0.9895,0.4235,0.199,0.28,8,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(0.999, 8.0]",0.5327048990119028,0.5582427101094108,-0.12251229094404618,0.309114382716867,0.27050379855829393,0.14885721705304183,0.2763601316697608,-0.6125022526851688,9
F,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575,10,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.5744176595072801,0.3057616785082955,-0.12251229094404618,0.25726069920083555,0.6158182692283443,-0.10076226310138094,0.11520778399726779,0.008608540048318068,9
F,0.595,0.46,0.155,1.0455,0.4565,0.24,0.3085,10,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.5744176595072801,0.5077465037891877,0.3514326339533595,0.4229891386736416,0.41849571455974427,0.521017169283272,0.480486438721585,0.008608540048318068,9
M,0.6,0.47,0.16,1.012,0.441,0.2015,0.305,10,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.6161304200026574,0.6087389164296333,0.46991886517771103,0.35486763287807094,0.3489843600742146,0.1715498970670803,0.45541829575030823,0.008608540048318068,9
F,0.6,0.5,0.16,1.122,0.5095,0.256,0.309,10,1,0,0,"(0.545, 0.615]","(0.48, 0.65]","(0.14, 0.165]","(0.8, 1.153]","(0.502, 1.488]","(0.253, 0.76]","(0.234, 0.329]","(9.0, 11.0]",0.6161304200026574,0.9117161543509718,0.46991886517771103,0.5785501892217354,0.6561797008651035,0.6662503213731181,0.48406760200319593,0.008608540048318068,9
M,0.605,0.49,0.165,1.1245,0.492,0.222,0.3555,11,0,0,1,"(0.545, 0.615]","(0.48, 0.65]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(9.0, 11.0]",0.6578431804980347,0.8107237417105255,0.5884050964020626,0.5836338836840913,0.577699139349183,0.3576298731821954,0.8171157871930145,0.3191639364150615,9
F,0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35,10,1,0,0,"(0.545, 0.615]","(0.48, 0.65]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(9.0, 11.0]",0.6578431804980347,0.8107237417105255,0.2329464027290079,0.6039686615335154,0.3018960231646622,0.6344805693534643,0.777722991095294,0.008608540048318068,9
M,0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935,10,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(0.8, 1.153]","(0.502, 1.488]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.6995559409934119,0.4067540911487416,1.1808362525238199,0.4941608611466255,0.6898142272290697,0.6072493533366182,0.37305154027325627,0.008608540048318068,9
F,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,9,1,0,0,"(0.545, 0.615]","(0.48, 0.65]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.253, 0.76]","(0.234, 0.329]","(8.0, 9.0]",0.6995559409934119,0.8612199480307486,0.5884050964020626,0.5002612945014525,0.40055730049896243,0.8205605454685797,0.5413662145089713,-0.3019468563184254,9
M,0.615,0.47,0.175,1.242,0.5675,0.287,0.317,11,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.234, 0.329]","(9.0, 11.0]",0.7412687014887892,0.6087389164296333,0.8253775588507651,0.8225675234148234,0.9162867047464404,0.9476395535471945,0.5413662145089713,0.3191639364150615,9
M,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,11,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",0.7829814619841665,0.9117161543509718,0.9438637900751167,1.1265724522637124,1.6270963619049208,0.8795615135050797,0.6488011129572999,0.3191639364150615,9
I,0.62,0.47,0.155,0.966,0.447,0.171,0.284,11,0,1,0,"(0.615, 0.815]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.0934, 0.171]","(0.234, 0.329]","(9.0, 11.0]",0.7829814619841665,0.6087389164296333,0.3514326339533595,0.26132765477072034,0.37589198116538736,-0.10530079910418863,0.30500943792264806,0.3191639364150615,9
M,0.62,0.48,0.165,1.0855,0.481,0.2575,0.305,10,0,0,1,"(0.615, 0.815]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.253, 0.76]","(0.234, 0.329]","(9.0, 11.0]",0.7829814619841665,0.7097313290700794,0.5884050964020626,0.5043282500713373,0.5283685006820329,0.6798659293815412,0.45541829575030823,0.008608540048318068,9
I,0.625,0.485,0.16,1.15,0.5255,0.257,0.3315,11,0,1,0,"(0.615, 0.815]","(0.48, 0.65]","(0.14, 0.165]","(0.8, 1.153]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",0.8246942224795438,0.7602275353903025,0.46991886517771103,0.6354875672001222,0.7279333571082308,0.6753273933787336,0.645219949675689,0.3191639364150615,9
I,0.63,0.49,0.17,1.217,0.5515,0.212,0.31,11,0,1,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.8664069829749211,0.8107237417105255,0.7068913276264143,0.7717305787912635,0.8445330485033129,0.2668591531260416,0.49122992856641784,0.3191639364150615,9
F,0.63,0.505,0.195,1.306,0.516,0.3305,0.375,9,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(8.0, 9.0]",0.8664069829749211,0.9622123606711948,1.2993224837481714,0.9527101016511372,0.6853296237138742,1.3424921857914638,0.9567811551758417,-0.3019468563184254,9
F,0.65,0.52,0.195,1.281,0.5985,0.246,0.3825,10,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.171, 0.253]","(0.329, 1.005]","(9.0, 11.0]",1.0332580249564303,1.113700979631864,1.2993224837481714,0.901873157027577,1.0553094137174999,0.5754796013169643,1.0104986044000062,0.008608540048318068,9
M,0.65,0.51,0.175,1.155,0.4955,0.2025,0.385,12,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",1.0332580249564303,1.0127085669914178,0.8253775588507651,0.6456549561248345,0.5933952516523672,0.18062696907269568,1.028404420808061,0.6297193327818049,9
F,0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,10,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.0332580249564303,1.0127085669914178,0.8253775588507651,1.042183124188603,0.9499212311104062,1.206336105707233,1.0534725637793376,0.008608540048318068,9
M,0.65,0.525,0.19,1.3685,0.5975,0.296,0.4,11,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.0332580249564303,1.164197185952087,1.1808362525238199,1.0798024632100374,1.0508248102023043,1.029333201597733,1.1358393192563896,0.3191639364150615,9
M,0.66,0.51,0.18,1.261,0.5,0.2335,0.339,10,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(9.0, 11.0]",1.1166835459471849,1.0127085669914178,0.9438637900751167,0.8612036013287289,0.6135759674707467,0.4620162012467723,0.6989373988998533,0.008608540048318068,9
F,0.665,0.54,0.195,1.764,0.8505,0.3615,0.47,11,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.1583963064425622,1.3156858049127562,1.2993224837481714,1.8840429271547574,2.185429499546756,1.62388141796554,1.6372021786819226,0.3191639364150615,9
F,0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,11,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.14, 0.165]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.2001090669379393,1.0127085669914178,0.3514326339533595,0.89577272367275,0.8848944801400721,1.1064883136454637,0.8350216036010693,0.3191639364150615,9
M,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315,11,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.2001090669379393,1.3156858049127562,1.2993224837481714,0.7717305787912635,0.7570832799570016,0.8250990814713874,0.645219949675689,0.3191639364150615,9
F,0.675,0.535,0.185,1.5575,0.7035,0.402,0.4,11,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.2418218274333166,1.2651895985925332,1.0623500212994683,1.4641297645641516,1.526192782813023,1.991502834192963,1.1358393192563896,0.3191639364150615,9
M,0.675,0.51,0.17,1.527,0.809,0.318,0.341,11,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.2418218274333166,1.0127085669914178,0.7068913276264143,1.4021086921234078,1.9993184536661444,1.2290287857212714,0.7132620520262971,0.3191639364150615,9
F,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,9,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(8.0, 9.0]",1.2418218274333166,1.21469339227231,1.2993224837481714,1.3441545752525494,1.151728389294202,1.7464218900413477,1.3148974833369371,-0.3019468563184254,9
M,0.685,0.55,0.19,1.885,0.89,0.41,0.4895,10,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.3252473484240712,1.4166782175532022,1.1808362525238199,2.130093739132788,2.3625713383969766,2.0641194102378857,1.77686754666475,0.008608540048318068,9
M,0.685,0.535,0.175,1.432,0.637,0.247,0.46,11,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.171, 0.253]","(0.329, 1.005]","(9.0, 11.0]",1.3252473484240712,1.2651895985925332,0.8253775588507651,1.2089283025538797,1.227966649052525,0.5845566733225798,1.565578913049704,0.3191639364150615,9
M,0.705,0.55,0.21,1.4385,0.655,0.3255,0.462,11,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.4920983904055796,1.4166782175532022,1.6547811774212255,1.2221459081560053,1.3086895123260434,1.2971068257633869,1.5799035661761478,0.3191639364150615,9
F,0.705,0.53,0.17,1.564,0.612,0.394,0.44,10,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.4920983904055796,1.21469339227231,0.7068913276264143,1.4773473701662772,1.1158515611726383,1.9188862581480401,1.4223323817852658,0.008608540048318068,9
M,0.71,0.555,0.175,2.14,1.2455,0.3725,0.434,11,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.5338111509009567,1.4671744238734254,0.8253775588507651,2.648630574293101,3.956847888048963,1.7237292100273094,1.3793584224059343,0.3191639364150615,9
F,0.725,0.56,0.185,1.792,0.873,0.367,0.435,11,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.6589494323870886,1.5176706301936485,1.0623500212994683,1.9409803051331447,2.2863330786386538,1.6738053139964246,1.3865207489691562,0.3191639364150615,9
I,0.235,0.13,0.075,0.1585,0.0685,0.037,0.0465,5,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-2.428901096159882,-2.8250031133455313,-1.5443470656362641,-1.3807056565702693,-1.3215304493360946,-1.321628447856649,-1.3960431208425548,-1.5441684417853991,9
I,0.35,0.25,0.1,0.4015,0.1725,0.063,0.1255,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.4695076047662052,-1.6130941616601793,-0.9519159095145066,-0.8865705548292656,-0.8551316837557668,-1.0856245757106493,-0.830219322348024,-0.9230576490519122,9
F,0.38,0.32,0.115,0.6475,0.323,0.1325,0.164,7,1,0,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-1.2192310417939414,-0.9061472731770569,-0.5964572158414522,-0.38633501973343476,-0.1801988547188498,-0.4547680713203806,-0.5544697496639804,-0.9230576490519122,9
I,0.47,0.355,0.12,0.4915,0.1765,0.1125,0.1325,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.0, 0.186]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.4684013528771512,-0.552673828935496,-0.4779709846171009,-0.7035575541844494,-0.8371932696949849,-0.6363095114326882,-0.7800830364054705,-0.3019468563184254,9
M,0.495,0.375,0.155,0.976,0.45,0.2285,0.2475,9,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(8.0, 9.0]",-0.25983755040026474,-0.35068900365460376,0.3514326339533595,0.2816624326201444,0.3893457917109738,0.41663084121869537,0.043584518365048654,-0.3019468563184254,9
