Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,F,I,M,Length_discretized,Diameter_discretized,Height_discretized,Whole weight_discretized,Shucked weight_discretized,Viscera weight_discretized,Shell weight_discretized,Rings_discretized,Length_z_score,Diameter_z_score,Height_z_score,Whole weight_z_score,Shucked weight_z_score,Viscera weight_z_score,Shell weight_z_score,Rings_z_score,prediction
0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965,8,0,1,0,"(0.45, 0.545]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.5344281071056893,-0.6858573738530948,-1.0068072903913625,-0.902547355120775,-0.8036447922888642,-0.8505162351577573,-1.0225143706870063,-0.6049189858587191,9
0.465,0.355,0.12,0.5315,0.2725,0.097,0.1395,8,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.49284655047825543,-0.5347222094487032,-0.4963220559806664,-0.6077009639509208,-0.39418147102323864,-0.7643793055863428,-0.7143397666428376,-0.6049189858587191,9
0.475,0.385,0.12,0.562,0.289,0.0905,0.153,8,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(-0.0005, 0.0934]","(0.13, 0.234]","(0.999, 8.0]",-0.40968343722338824,-0.2324518806399189,-0.4963220559806664,-0.545894675767549,-0.32074511449190385,-0.8233150995036265,-0.6175872746754824,-0.6049189858587191,9
0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,9,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.8, 1.153]","(0.336, 0.502]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",0.33878458207041967,0.3720887769776491,0.014163178430030454,0.009348700043722782,0.1999854136393809,-0.1886219342405727,-0.10515740981134136,-0.2930367881835652,9
0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515,8,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.8, 1.153]","(0.336, 0.502]","(0.0934, 0.171]","(0.234, 0.329]","(0.999, 8.0]",0.3803661386978535,0.4224671651124465,0.014163178430030454,0.1947675645938374,0.5159842811378524,-0.1886219342405727,0.08834757412336919,-0.6049189858587191,9
0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,10,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.3803661386978535,0.32171038884285175,0.14178448703270397,0.1015515233992442,-0.0025209028561188223,0.1287246483909542,0.24601830177387424,0.018845409491588694,9
0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356,9,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(1.153, 2.826]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(8.0, 9.0]",0.6714370350898903,0.7247374939212302,0.9075123386487486,0.6831385630263798,0.5360123783736711,0.4460712310224811,0.8372835304632674,-0.2930367881835652,9
0.615,0.455,0.135,1.059,0.4735,0.263,0.274,9,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.8, 1.153]","(0.336, 0.502]","(0.253, 0.76]","(0.234, 0.329]","(8.0, 9.0]",0.754600148344758,0.47284555324724387,-0.11345813017264376,0.461243856269685,0.5004068721766602,0.7407502006088988,0.2496017274022948,-0.2930367881835652,9
0.62,0.46,0.17,1.127,0.535,0.2635,0.296,7,0,0,1,"(0.615, 0.815]","(0.425, 0.48]","(0.165, 1.13]","(0.8, 1.153]","(0.502, 1.488]","(0.253, 0.76]","(0.234, 0.329]","(0.999, 8.0]",0.7961817049721918,0.5232239413820412,0.7798910300460751,0.5990414823834315,0.7741242010661818,0.7452837232179207,0.40727245505279946,-0.916801183533873,9
0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,11,0,0,1,"(0.615, 0.815]","(0.425, 0.48]","(0.165, 1.13]","(1.153, 2.826]","(0.336, 0.502]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",0.8377632615996256,0.6239807176516354,0.7798910300460751,0.6790856916700931,0.44254792460651765,0.6818144066916153,1.1132073038516512,0.3307276071667426,9
0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285,11,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.2951603845013977,1.3292781515387988,1.4179975730594454,1.9273700694063831,0.8698139989706485,1.2893064363005382,1.3568802465842495,0.3307276071667426,9
0.68,0.52,0.175,1.543,0.7525,0.351,0.374,11,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.2951603845013977,1.1277645989996092,0.9075123386487486,1.442038724491056,1.7421489007974156,1.5386501797967376,0.9662868530864079,0.3307276071667426,9
0.5,0.385,0.12,0.6335,0.2305,0.125,0.235,14,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.234, 0.329]","(11.0, 29.0]",-0.20177565408621914,-0.2324518806399189,-0.4963220559806664,-0.40100452478030124,-0.581110378557546,-0.5105020394811214,-0.029905471614509606,1.2663742001922043,9
0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,7,1,0,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.442, 0.8]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.13, 0.234]","(0.999, 8.0]",-0.8254990034977261,-0.5851005975835005,-1.0068072903913625,-0.7880537393056769,-0.8281235777993092,-0.9593207777742808,-0.45991654702497753,-0.916801183533873,9
0.41,0.325,0.1,0.3555,0.146,0.072,0.105,9,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(8.0, 9.0]",-0.9502436733800276,-0.8369925382574869,-1.0068072903913625,-0.9643536433041465,-0.9571935377634738,-0.9910554360374335,-0.9615961350038569,-0.2930367881835652,9
0.17,0.105,0.035,0.034,0.012,0.0085,0.005,4,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-2.9461583914968488,-3.05364161618857,-2.665884302226126,-1.6158527138272265,-1.5535857665634063,-1.5668128073832035,-1.67828126068797,-1.8524477765593348,9
0.335,0.25,0.095,0.185,0.0795,0.0495,0.055,8,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.5739670227915339,-1.5926683602794471,-1.1344285989940368,-1.309860926427584,-1.2531643080261268,-1.1950639534434149,-1.3199386978459133,-0.6049189858587191,9
0.52,0.425,0.125,0.79,0.372,0.205,0.19,8,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.336, 0.502]","(0.171, 0.253]","(0.13, 0.234]","(0.999, 8.0]",-0.03544942757648384,0.17057522443845957,-0.3687007473779922,-0.08386734115087019,0.048662012302084404,0.21486157796236846,-0.35241377817236047,-0.6049189858587191,9
0.53,0.41,0.145,0.8255,0.375,0.204,0.245,9,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(8.0, 9.0]",0.04771368567838381,0.019440060034067442,0.14178448703270397,-0.011928874576782073,0.062014077125963504,0.20579453274432483,0.041763040953901785,-0.2930367881835652,9
0.615,0.475,0.145,0.9525,0.3915,0.195,0.32,9,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(8.0, 9.0]",0.754600148344758,0.6743591057864329,0.14178448703270397,0.24542845654742065,0.13545043365729856,0.12419112578193238,0.5792768852169868,-0.2930367881835652,9
0.575,0.45,0.16,0.955,0.44,0.1685,0.27,16,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.0934, 0.171]","(0.234, 0.329]","(11.0, 29.0]",0.4219476953252873,0.4224671651124465,0.5246484128407266,0.25049454574277885,0.35130881497667715,-0.11608557249622363,0.22093432237493027,1.890138595542512,9
0.455,0.35,0.105,0.416,0.1625,0.097,0.145,11,0,0,1,"(0.45, 0.545]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",-0.5760096637331231,-0.5851005975835005,-0.8791859817886888,-0.8417542847764752,-0.8837571812321388,-0.7643793055863428,-0.6749220847302115,0.3307276071667426,9
0.37,0.275,0.085,0.2045,0.096,0.056,0.08,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.2828961263994976,-1.3407764196054601,-1.389671216199385,-1.2703454307037891,-1.179727951494792,-1.1361281595261314,-1.1407674164248849,-1.228683381209027,9
0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025,6,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.1581514565171962,-1.0888844789314738,-0.6239433645833403,-0.9886708714418664,-0.8748558046828859,-0.8731838482028663,-0.9795132631459598,-1.228683381209027,9
0.56,0.44,0.13,0.8255,0.2425,0.202,0.285,10,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.8, 1.153]","(0.186, 0.336]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.29720302544298677,0.32171038884285175,-0.24107943877531798,-0.011928874576782073,-0.5277021192620297,0.1876604423082378,0.32843709122754694,0.018845409491588694,9
0.55,0.41,0.15,0.785,0.282,0.186,0.275,12,0,0,1,"(0.545, 0.615]","(0.35, 0.425]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.171, 0.253]","(0.234, 0.329]","(11.0, 29.0]",0.2140399121881191,0.019440060034067442,0.2694057956353782,-0.09399951954158683,-0.3518999324142884,0.04258771881953969,0.25676857865913594,0.6426098048418964,9
0.485,0.4,0.155,0.731,0.236,0.183,0.255,11,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",-0.3265203239685206,-0.08131671623552676,0.39702710423805243,-0.20342704616132667,-0.5566315930471011,0.015386583165408795,0.11343155352231317,0.3307276071667426,9
0.41,0.335,0.115,0.4405,0.19,0.085,0.135,8,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.186, 0.336]","(-0.0005, 0.0934]","(0.13, 0.234]","(0.999, 8.0]",-0.9502436733800276,-0.7362357619878922,-0.6239433645833403,-0.7921066106619635,-0.7613632536799138,-0.8731838482028663,-0.7465905972986226,-0.6049189858587191,9
0.335,0.255,0.085,0.1785,0.071,0.0405,0.055,9,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(8.0, 9.0]",-1.5739670227915339,-1.5422899721446497,-1.389671216199385,-1.3230327583355157,-1.2909951583604509,-1.2766673604058076,-1.3199386978459133,-0.2930367881835652,9
0.655,0.515,0.2,1.373,0.443,0.3375,0.49,16,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.336, 0.502]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",1.0872526013642285,1.0773862108648118,1.5456188816621197,1.0975446592066902,0.3646608798005562,1.416245069353149,1.7976415988799792,1.890138595542512,9
0.565,0.45,0.165,0.9765,0.322,0.244,0.37,12,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.186, 0.336]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.33878458207041967,0.4224671651124465,0.6522697214434009,0.29406291282286057,-0.17387240142923371,0.5684763414660698,0.9376194480590434,0.6426098048418964,9
0.57,0.44,0.19,1.018,0.447,0.207,0.265,9,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(8.0, 9.0]",0.3803661386978535,0.32171038884285175,1.2903762644567713,0.3781599934658087,0.3824636328990617,0.23299566839845573,0.18510006609072457,-0.2930367881835652,9
0.55,0.465,0.15,1.082,0.3575,0.194,0.19,14,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.13, 0.234]","(11.0, 29.0]",0.2140399121881191,0.5736023295168386,0.2694057956353782,0.5078518768669819,-0.015872967679997924,0.11512408056388874,-0.35241377817236047,1.2663742001922043,9
0.63,0.475,0.175,1.423,0.4155,0.3385,0.49,14,1,0,0,"(0.615, 0.815]","(0.425, 0.48]","(0.165, 1.13]","(1.153, 2.826]","(0.336, 0.502]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",0.8793448182270593,0.6743591057864329,0.9075123386487486,1.1988664431138567,0.24226695224833114,1.4253121145711927,1.7976415988799792,1.2663742001922043,9
0.655,0.5,0.18,1.4155,0.508,0.314,0.445,18,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",1.0872526013642285,0.9262510464604198,1.0351336472514228,1.1836681755277816,0.6539556176512699,1.2031695067291237,1.4751332923221283,2.51390299089282,9
0.32,0.235,0.065,0.1385,0.058,0.0225,0.05,5,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.6987116926738355,-1.7438035246838393,-1.9001564506100814,-1.4040901854612489,-1.3488541059305938,-1.439874174330593,-1.3557729541301191,-1.5405655788841808,9
0.525,0.395,0.165,0.782,0.285,0.1405,0.285,19,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.234, 0.329]","(11.0, 29.0]",0.006132129050949989,-0.13169510437032414,0.6522697214434009,-0.10007882657601683,-0.33854786759040933,-0.3699628386014451,0.32843709122754694,2.825785188567974,9
0.525,0.43,0.165,0.717,0.289,0.1745,0.195,10,1,0,0,"(0.45, 0.545]","(0.425, 0.48]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.171, 0.253]","(0.13, 0.234]","(9.0, 11.0]",0.006132129050949989,0.22095361257325696,0.6522697214434009,-0.2317971456553333,-0.32074511449190385,-0.06168330118796208,-0.31657952188815475,0.018845409491588694,9
0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,8,1,0,0,"(0.074, 0.45]","(0.054, 0.35]","(0.115, 0.14]","(0.001, 0.442]","(0.0, 0.186]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.7007543336154246,-0.6858573738530948,-0.11345813017264376,-0.8792433448221266,-0.9371654405276552,-0.7870469186314519,-0.7465905972986226,-0.6049189858587191,9
0.49,0.385,0.16,0.656,0.2455,0.171,0.205,9,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.2849387673410868,-0.2324518806399189,0.5246484128407266,-0.3554097220220762,-0.5143500544381506,-0.09341795945111454,-0.24491100931974358,-0.2930367881835652,9
0.545,0.44,0.165,0.744,0.2875,0.204,0.25,15,0,0,1,"(0.45, 0.545]","(0.425, 0.48]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.171, 0.253]","(0.234, 0.329]","(11.0, 29.0]",0.17245835556068528,0.32171038884285175,0.6522697214434009,-0.1770833823454634,-0.3274211469038434,0.20579453274432483,0.07759729723810747,1.5782563978673583,9
0.45,0.36,0.11,0.447,0.203,0.082,0.13,12,1,0,0,"(0.074, 0.45]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(-0.0005, 0.0934]","(0.0005, 0.13]","(11.0, 29.0]",-0.6175912203605569,-0.4843438213139058,-0.7515646731860145,-0.7789347787540319,-0.703504306109771,-0.9003849838569972,-0.7824248535828284,0.6426098048418964,9
0.515,0.4,0.115,0.578,0.191,0.1445,0.17,9,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.07703098420391766,-0.08131671623552676,-0.6239433645833403,-0.513471704917256,-0.7569125654052874,-0.3336946577292708,-0.49575080330918303,-0.2930367881835652,9
0.33,0.25,0.075,0.1405,0.056,0.035,0.05,5,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.615548579418968,-1.5926683602794471,-1.6449138334047333,-1.4000373141049622,-1.3577554824798466,-1.3265361091050476,-1.3557729541301191,-1.5405655788841808,9
0.525,0.41,0.15,0.708,0.274,0.151,0.25,12,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.234, 0.329]","(11.0, 29.0]",0.006132129050949989,0.019440060034067442,0.2694057956353782,-0.25003506675862325,-0.3875054386112991,-0.27475886381198716,0.07759729723810747,0.6426098048418964,9
0.295,0.225,0.09,0.1385,0.048,0.046,0.05,9,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(8.0, 9.0]",-1.9066194758110047,-1.8445603009534337,-1.262049907596711,-1.4040901854612489,-1.3933609886768574,-1.2267986117065677,-1.3557729541301191,-0.2930367881835652,9
0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365,16,0,0,1,"(0.45, 0.545]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.186, 0.336]","(0.0934, 0.171]","(0.329, 1.005]","(11.0, 29.0]",0.17245835556068528,0.4224671651124465,0.5246484128407266,0.06102280983637782,-0.30516770553071154,-0.24302420554883447,0.9017851917748376,1.890138595542512,9
0.45,0.355,0.115,0.478,0.18,0.1185,0.155,10,0,0,1,"(0.074, 0.45]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.0, 0.186]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",-0.6175912203605569,-0.5347222094487032,-0.6239433645833403,-0.7161152727315888,-0.8058701364261774,-0.569437833398405,-0.6032535721618001,0.018845409491588694,9
0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295,15,1,0,0,"(0.545, 0.615]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.171, 0.253]","(0.234, 0.329]","(11.0, 29.0]",0.7130185917173241,0.825494270190825,0.7798910300460751,0.7013764841296695,0.9098701934422858,0.5186075927668299,0.40010560379595833,1.5782563978673583,9
0.38,0.3,0.1,0.286,0.1305,0.056,0.09,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.19973301314463,-1.0888844789314738,-1.0068072903913625,-1.105190922935108,-1.0261792060201824,-1.1361281595261314,-1.0690989038564738,-0.916801183533873,9
0.54,0.425,0.12,0.817,0.2945,0.153,0.195,10,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.8, 1.153]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",0.13087679893325146,0.17057522443845957,-0.4963220559806664,-0.029153577841000495,-0.2962663289814588,-0.25662477337589995,-0.31657952188815475,0.018845409491588694,9
0.29,0.225,0.075,0.152,0.071,0.059,0.045,9,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(8.0, 9.0]",-1.9482010324384385,-1.8445603009534337,-1.6449138334047333,-1.3767333038063139,-1.2909951583604509,-1.1089270238720006,-1.391607210414325,-0.2930367881835652,9
0.41,0.33,0.105,0.335,0.1525,0.074,0.11,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.9502436733800276,-0.7866141501226895,-0.8791859817886888,-1.0058955747060847,-0.9282640639784024,-0.9729213456013462,-0.9257618787196512,-0.916801183533873,9
0.46,0.375,0.12,0.4915,0.2205,0.088,0.17,7,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(-0.0005, 0.0934]","(0.13, 0.234]","(0.999, 8.0]",-0.5344281071056893,-0.3332086569095137,-0.4963220559806664,-0.6887583910766538,-0.6256172613038097,-0.8459827125487356,-0.49575080330918303,-0.916801183533873,9
0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,9,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.253, 0.76]","(0.234, 0.329]","(8.0, 9.0]",0.29720302544298677,0.32171038884285175,0.39702710423805243,0.2819042987540006,0.313477964642353,0.7407502006088988,0.11343155352231317,-0.2930367881835652,9
0.575,0.45,0.1,0.9315,0.431,0.222,0.235,12,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(-0.001, 0.115]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(11.0, 29.0]",0.4219476953252873,0.4224671651124465,-1.0068072903913625,0.2028733073064107,0.3112526205050398,0.3690013466691102,-0.029905471614509606,0.6426098048418964,9
0.515,0.4,0.14,0.7365,0.2955,0.184,0.185,16,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.171, 0.253]","(0.13, 0.234]","(11.0, 29.0]",-0.07703098420391766,-0.08131671623552676,0.014163178430030454,-0.19228164993153823,-0.29181564070683247,0.024453628383452428,-0.38824803445656614,1.890138595542512,9
0.56,0.46,0.18,0.97,0.342,0.196,0.355,12,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.29720302544298677,0.5232239413820412,1.0351336472514228,0.2808910809149288,-0.08485863593670637,0.13325817099997603,0.8301166792064263,0.6426098048418964,9
0.5,0.4,0.15,0.8085,0.273,0.112,0.295,13,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.8, 1.153]","(0.186, 0.336]","(0.0934, 0.171]","(0.234, 0.329]","(11.0, 29.0]",-0.20177565408621914,-0.08131671623552676,0.2694057956353782,-0.04637828110521869,-0.39195612688592546,-0.6283736273156885,0.40010560379595833,0.9544920025170504,9
0.435,0.355,0.125,0.4075,0.1535,0.074,0.165,9,0,1,0,"(0.074, 0.45]","(0.35, 0.425]","(0.115, 0.14]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.13, 0.234]","(8.0, 9.0]",-0.7423358902428584,-0.5347222094487032,-0.3687007473779922,-0.8589789880406935,-0.923813375703776,-0.9729213456013462,-0.5315850595933888,-0.2930367881835652,9
0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,12,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(11.0, 29.0]",-0.24335721071365296,-0.2828302687747163,-0.11345813017264376,-0.4091102674928746,-0.43646300963218915,-0.3518287481653581,-0.1732424967513322,0.6426098048418964,9
0.595,0.5,0.18,1.053,0.4405,0.192,0.39,13,1,0,0,"(0.545, 0.615]","(0.48, 0.65]","(0.165, 1.13]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.5882739218350226,0.9262510464604198,1.0351336472514228,0.449085242200825,0.35353415911399033,0.09698999012780149,1.080956473195866,0.9544920025170504,9
0.76,0.575,0.19,1.829,0.7035,0.386,0.56,14,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",1.960465290540338,1.6819268684823794,1.2903762644567713,2.0215993284400477,1.524065175340724,1.8559967624282647,2.299321186858859,1.2663742001922043,9
0.615,0.5,0.165,1.1765,0.488,0.244,0.345,17,1,0,0,"(0.545, 0.615]","(0.48, 0.65]","(0.14, 0.165]","(1.153, 2.826]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.754600148344758,0.9262510464604198,0.6522697214434009,0.6993500484515264,0.5649418521587425,0.5684763414660698,0.7584481666380148,2.202020793217666,9
0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,10,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.33878458207041967,0.5232239413820412,0.2694057956353782,0.09141934500852755,-0.06928122697551434,0.10152351273682331,0.25676857865913594,0.018845409491588694,9
0.14,0.105,0.035,0.0145,0.005,0.0035,0.005,4,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-3.195647731261452,-3.05364161618857,-2.665884302226126,-1.6553682095510216,-1.584740584485791,-1.6121480334734217,-1.67828126068797,-1.8524477765593348,9
0.445,0.345,0.14,0.476,0.2055,0.1015,0.1085,15,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.0005, 0.13]","(11.0, 29.0]",-0.6591727769879907,-0.635478985718298,0.014163178430030454,-0.7201681440878754,-0.6923775854232052,-0.7235776021051465,-0.9365121556049129,1.5782563978673583,9
